domain, label
"'magazan55.com/PayPaL_servicee.fr/\%40/PayPa/france/error_login.html'", 1.0
"animals.mizemlyaki.ru/templates/https/www.itau.com.br", 1.0
"www.denvercoloradoinfo.com/paypal.com.fr.cgi-bin.webscr.cmd.login.submit.dispatch.5885d80a13c0d.a50598f04d34b4bf5056870803/", 1.0
"trustexpress.net/remax/", 1.0
"mail.aol.com.user.sign.in.verify.information.account.data.validate.ZVUWAYOKSJXYUQPOLKANHSELUDR2.debellecollection.com/help.php?check=3", 1.0
"cashjobfinder.com/paypal/details.htm", 1.0
"tiroavolonuoto.it/fr/3/undispatch=fr5885d80a13c0db1fb6947b0aeae66fdbfb211992745955/erreur.htm", 1.0
"paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214/5445d4179669456b48a05585daec6a5b/", 1.0
"paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214", 1.0
"verifyit.byethost11.com/paypal.php", 1.0
"www.eslitenet.com/d1e16242d14a2ed0856f826b9f6f4307/", 1.0
"e-store.toomusik.fr/ppaypall/paypal6/paypal-loginggg/index.htm", 1.0
"paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214/deb2e574f0b9cbc9b5cab5d9ca080039/", 1.0
"paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214/", 1.0
"bigpapa1.byethost18.com/", 1.0
"paypal.com.us.cgi.bin.webscr.cmd.login.member.verifed.crazynightsprod.com/54855458214/69113fbaaa5b701fa9745fb90498df3b/", 1.0
"paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.aisp.com.br/ful", 1.0
"tinyurl.com/c2w7vjn", 1.0
"thewholetooth.com.au/tmp/logo/index.php", 1.0
"eyrtrrt.x10.mx/verificamex.php", 1.0
"login.paypal-com.us.6232g3b928644c0n68z454dxi2or71ix6v2ye5wyotflqgttoedpzsqcgifu.medicinachina.com.ve/", 1.0
"www.bohemian-creations.com/css/smart/smart/", 1.0
"'paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e26load.aisp.com.br/ful\%20pay/ful\%20pay/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc39838b269647d923623f3524851a923939838b269647d923623f3524851a9239'", 1.0
"papyal.net84.net/", 1.0
"infopak.org/www.paypal.it_service-security2012_confermation/it/Processing1.php", 1.0
"wiki.webinform.hu/phpincludes/paypal.de/kunden.sicherheit/info.help/einloggen/webscr.php?cmd=_login-run&dispatch=www.paypal.com/de/cgi-bin/webscr?cmd=_login-run&dispatch=5885d80a13c0db1f8e263663d3faee8d9384d85353843a619606282818e091d0303b5db4b10712c4b2595f25505c8261303b5db4b10712c4b2595f25505c8261", 1.0
"www.a12a.eb2a.com/paypal/paypal.html", 1.0
"www.dovolenavlete.eu/wp-content/plugins/endora/Login.php", 1.0
"strenhigh.com/images/Realtor/Realtor.html", 1.0
"prima-browsergames.com/wp-content/uploads/2012/Trulia/index.htm", 1.0
"'paypal.com-service.confirm.cgi-bin.webscr-cmd.login.submit.new-load.5885d80a13c0db1f8e263663d3faee8dcbc13c0db1f8e26load.5885d800db1f8e2.aisp.com.br/full\%20pay/ful\%20pay/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f998ca054efbdf2c29878a435fe324eec2511727fbf3e9efc187fa7a780235fef933a2139548e6bdb187fa7a780235fef933a2139548e6bdb'", 1.0
"yogaforchamps.com/wp-content/uploads/2012/Trulia/index.htm", 1.0
"bariskaraduman.com/wp-content/themes/ePhoto/lsaio/ds.php", 1.0
"www.mega-strana.com/tmp/ro/set/Paypal_Virefication/900c57b8319e30713bedace07ec09903/", 1.0
"www.lctalimentacao.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.intermega.net.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.supercarango.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.nossaklinica.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.sccomputadores.tk/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.programa-de-afiliados.info/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.dummyvideo.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.greenmarketingdigital.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.equipe3dmodelismo.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.dancepromenade.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.allcapmed.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.lubollina.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.sitesid.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.fortaleza87fm.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.multylane.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.gamerdepc.net/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.squadronsuicida.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.wtondossantos.net/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.ciacircunstancia.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.setangola.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"mail.flyecia.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.ramel.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.paraguassufm.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.etcvisual.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.megadeth.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.useatitude.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.lojadajosi.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.rossinimedeiros.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.genomicaaplicada.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.clicbetim.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"altovolta.gastto.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.portalouvor.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"porto.uniaomaker.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.vendalogo.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"loja.planetaimports.net/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.comunicarconsultoria.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.pairicoinvestimentos.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.radioeject.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.webitu.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.quaquaraquaqua.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.wellingtondossantos.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.farmaciaformulaideal.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.osomdaturminha.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.spindy300.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.centralatacadista.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.grupoflorescerce.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.tritonconsultoria.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"claudiomatta.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"arstefanello.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.sysv.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.casadocirurgiao.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.megadethworld.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.kitquiosque.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.escolavirtualdeartes.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"enformafitness.a4pe.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.smpilchas.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.julianorodrigues.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.estudio11.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.multclips.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.importanobre.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.serjetmotos.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.portalapui.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.rebekkamartins.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.euclidesmacedo.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.gustavodienstmann.com/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.freedown.net.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.apocalyptic.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.chinavendemais.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.agelsaudeimagem.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.vefmockups.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.dcelular.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"t.mllwebsites.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.gab10.tk/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.santoamarofm.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.racingexperiences.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.felipegalganni.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.martinsconsertoderodas.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.zigy.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.telvix.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.levisdias.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.ricardoconti.art.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.etecedsongalvao.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.erosboutiquesexshop.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.apuiagora.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.gepsocial.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.clickmanaus.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"mail.impacto.org.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.hero7.net/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"animabook.grupormhx.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.wtondossantos.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.skymaster.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"jbfeirao.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.n3web.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.sonhoemagiafestas.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.tibanapolis.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.casasmorro.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.cursoonlive.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.coccobello.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.locapisos.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.djalangreat.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.atelieart.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.aquarius.org.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.corretoratotal.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"imensosul.pt/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.dpaulamegahair.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"centralmidia.org/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.engdocarmo.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"'stroim31.ru/downloads/accont.aol/aolaccountupdate/w8ejdd-wdjdw7shd, 1.0
"www.rafaelsh.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.onlinerio.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.layoutscss.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.metroquadrado.eng.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.animabook.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.hospedemais.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.mllopes.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.agenciapequigo.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"aftbnews.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"avitoria.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"'stroim31.ru/downloads/accont.aol/aolaccountupdate/w8ejdd-wdjdw7shd, 1.0
"www.renanfilho.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.compag.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.portodemoz.pa.gov.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"quaquaraquaqua.fuscazul.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"ninja.servidorturbo.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.wirtualinformatica.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.smfestaseeventos.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.ahinfo.net.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.tededico.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.santacasavalenca.org/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.josilsonlobo.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"lucidata.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.icaraiautocenter.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.alenavarrofotografia.com/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.atelierweb.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.casarao1905.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"mail.alaic.net/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.f2pshard.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.complementonominal.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.bqinformatica.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.janeyfashion.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.esmeroagel.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.laeldesign.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.3rconsultoria.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.liasiqueira.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.novatransduque.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.advocaciatrabalhista-ata.com.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.serjet.com/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"www.institutodoceara.org.br/~mpolvora/accounts.department.online.team/webscr.php", 1.0
"www.paintballmaceioalagoas.com.br/~mpolvora/accounts.department.online.team/webscr.php?cmd=_login-run", 1.0
"cacaosboutique.com/service/updating/Limit7/", 1.0
"www.mega-strana.com/tmp/ro/set/Paypal_Virefication/", 1.0
"the-free.hut4.ru/steam_gift/index.html", 1.0
"www.mega-strana.com/tmp/ro/set/Paypal_Virefication/4f3aa5268ae0a13c38e50ee644959bdf/", 1.0
"cgh.iuadsh.com:2012/attwin.dat", 1.0
"tunganhpc.vn/libraries/simplepie/updat/login_index.htm", 1.0
"login.paypal-com.us.6232g3b928644c0n68z454dxi2or71ix6v2ye5wyotflqgttoedpzsqcgifu.medicinachina.com.ve/index.php", 1.0
"infinitysystemsconsult.com/www.paypal.com.fr.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80e263663d3faed55a50d34b4bf50870803/paypal/1c4bb5b74d36de78888ecd16db4e5bd3", 1.0
"www.ipafootcare.org/hayhay.html", 1.0
"steamcommunity.free.absolutewealthsystem.com/", 1.0
"bangouk.tophost.ws/boing/bering-solding-marcuzer-marachaner-rynair-gravey/bolding-talouze-frank-herev-marcusze-draeft-dolsljb-bing/cmd=_login-rundispatch5885d80a13c0db1f8e263663d3faee8d61ec37c409b56235bed2ddf64505aee9.html", 1.0
"solonegocios.com.do/templates/beez/secure_Aktualisieren.php", 1.0
"www.pazardjik.bg/language/", 1.0
"societyofdot.com/wp-admin/s.hongleongconnect.my/servicerequest.htm", 1.0
"kreckerr.net/wp-uploads/reports/uploads/review/secured/", 1.0
"www.yahhoomaill-de-activation-upgrade.sont-ici.org/", 1.0
"fsj39jsk.000a.biz/sese.htm", 1.0
"ecoleprivee-chateauneuf.fr/wp-content/plugins/InlandRevenue-TaxRefund/nz.refundportal.htm", 1.0
"commerce.ca/includes/emailupdate/updateemail.php", 1.0
"www.ganhe5.com.br/br/", 1.0
"www.ganhe5.com.br/br/como-participar/concluido.htm", 1.0
"www.treasury.gov.kh/images/stories/Update-Your-Info-All-the-times/cmd=_login-rundispatch5885d80a13c0db1f8e263663d3faee8d61ec37c409b56235bed2ddf64505aee9.html", 1.0
"www.downloadfunny.info/files/", 1.0
"www.pichincha.cdnopk.org/web/index.php", 1.0
"edu.ufagorodok.ru/www.bradesco.com.br/", 1.0
"promocaovantagensdepremios.com/", 1.0
"tamfidelidade.ca/seguranca/cadastro.php", 1.0
"e-store.toomusik.fr/msipaypal.com/paypal.us/paypal-login/index.htm", 1.0
"www.bikerboyzsg.org/aaa/BtoChannelDriver.ssobto.htm", 1.0
"roshanwatan.org/login_verify2.htm", 1.0
"cianciana.datacomsrl.it/abnamro.nl.html", 1.0
"vinacas.com.vn/images/admin/657434789876543567887654567/987656787654345678765456/icscardslogins98765436/master.htm", 1.0
"www.alcq.com.au/wp-includes/personal", 1.0
"fswdsccgiview8008544.krovatka.su/UK_Commercial_Trucks&hash=item2a1d4eaf72&PHPSESSID=e6cbfb59301d9f9ed0212a4d9b9498f5&PHPSESSID=d50bf459580d1a17ccca469139db805880880322418pt=UK_Commercial_Trucks&hash=item2a1d4eaf72&PHPSESSID=e6cbfb59301.html", 1.0
"vinacas.com.vn/uploads/yui_3_2_0_18_1333088849166110/1333088849166221/dSDFSAGASDASDASFASGASFASAS=ID/paypal/Greenday_2013/index.php", 1.0
"myshopandshare.com/administrator/snsbank/mijnsns/secure/", 1.0
"www.logexpor.com.ar/abnamro.nl.html", 1.0
"www.ya-ching.tw/abn.amro.html", 1.0
"procclaim.com/abnamro.nl.html", 1.0
"www.argustercume.com/abnamro.nl.html", 1.0
"elephant.neostrada.pl/abn.amro.html", 1.0
"morska.com/abnamro.nl.html", 1.0
"addax.dothome.co.kr/abnamro.nl.html", 1.0
"i-kontekst.dk/wp-content/themes/the_cotton_v1.1.1/lib/utils/cache/", 1.0
"paypal.com-sg-webscer.login-update.runpathc58m8545fg313e60v6fc445wgw45erup15fp587c7.g9gg.net/paypal/", 1.0
"'e-2dj6wjloskczkeo.stats.esomniture.com/b/ss/e-n.Y-1sHZ2PrBmdj6wVnY-1sEZ2PrA2dj6wJloSkCZKEoQqdj6x9nY-1seQ-2-2/1/wtf/s01576848244598?purl=none&pccr=true&purl=none&amp;pccr=true&amp;\%5BAQB\%5Dpurl=none&amp;amp;pccr=true&amp;amp;purl=www.ebay.co.uk/itm/AMAZON-KINDLE-WIFI-EREADER-6-INCH-DISPLAY-REFURB-/330737549848?_trksid=p4340.m1982&amp;amp;_trkparms=aid\%3D555001\%26algo\%3DPW.CURRENT\%26ao\%3D1\%26asc\%3D29\%26meid\%3D329326376060817966\%26pid\%3D100009\%26prg\%3D1013\%26rk\%3D2\%26&amp;amp;pccr=true&amp;amp;&amp;amp;ndh=1&amp;amp;t=2/6/2012\%2015:14:19\%201\%20240&amp;amp;cdp=4&amp;amp;pageName=Fixed\%20Price\%20-\%20Item\%20'", 1.0
"www.inoesis.com/inoesis.com/wp-content/themes/.server/.Allert/PayPal/Limit102/", 1.0
"www.inoesis.com/inoesis.com/wp-content/themes/.server/.Allert/PayPal/Limit101/", 1.0
"www.henkdeinumboomkwekerij.nl/language/nl-NL/central.php?andre-1978@bol.com.br", 1.0
"osabd.org/bangla/Paypal_Virefication/3fe2e13f3916142a174e8e187e6313fd/", 1.0
"bitly.com/MT6lq6", 1.0
"dgfdzsdf.ias3.com/index.html", 1.0
"goo.gl/Qt7dd", 1.0
"fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks138934u2zr5xvk7cs9Tjh-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-81037523/websrc.php?session.start", 1.0
"fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks138934muyTrpheacl36bg-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-16581905/websrc.php?session.start", 1.0
"fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks138934nphl5mw78yj1aqT-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-35048613/websrc.php?session.start", 1.0
"fluchinfos.com/manageaccounts&jsupein=europ_land&and=349034902hjks138934jhy6pkz7ub5cdaf-serv-Einloggen&sessions&jseuropfindreupdat&&serv/metacc=deload-34380960/websrc.php?session.start", 1.0
"theaology.com/wp-includes/css/asb.co.nz.ASBWebHome/index.html", 1.0
"www.paulfriga.com/templates_c/", 1.0
"en.hongdar.ru/images/banners/paypal/e7ba83c4d93310db287604dcb70b92b7/wbsccr.php?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43658cb3d7f692a3ab456803faf9818629668cb3d7f692a3ab456803faf981862966", 1.0
"www.radiofunkrio.com.br/cielopromotion.com/cielo/cadastro.php", 1.0
"www.radiofunkrio.com.br/cielopromotion.com/cielo/index.php", 1.0
"www.radiofunkrio.com.br/cielopromotion.com/cielo/", 1.0
"'harmoonitzervez.x90x.net/Jabjo\%20trade\%20file.htm'", 1.0
"sharetheworldpleasure.com/public/js/paypal/verifie/de/webscr.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f84f1036d8f209d3d19ebb6f4eeec8bd0ed969c09fc3312a65597523fc549de1ffd969c09fc3312a65597523fc549de1ff", 1.0
"icar.ro/cms/here/?cmd=_login-submit&dispatch=5885d80a13c0db1f8e263663d3fae", 1.0
"soft.softways.it/it/cgi.bin5/webscr/webscr.htm", 1.0
"tiny.cc/cartasi-it", 1.0
"www.ville-rouvroy62.fr/plugins/xmlrpc/paypal.com/webscr/m/e/q/p/z/x/j/index.html", 1.0
"www.bestgolfgpsreviews.com/wp-content/plugins/contactme/safety/safety/", 1.0
"photonew.cl/wp-content/themes/rockwell_v1.3/scripts/cache/httpssignin.ebay.dewseBayISAPI.dllSignIn.html", 1.0
"www.elpatiodelossapos.cl/wp-content/themes/telegraph_v1.1/scripts/cache/httpssignin.ebay.dewseBayISAPI.dllSignIn.html", 1.0
"www.battletc.tk/cert/login.asp?ref=us.battle.net/account/management/index.xml&amp;app=bam", 1.0
"nlakaza1.solidwebhost.com/pack/bolyoud-marcuz-sentarika-dolzou-marco-park-hneryik/Malkoukom-dolthci-miniyri-malktyitra-salada-marck-avec/Processing=cmd=_login-rundispatch5885d80a13c0db1f8e263663d3faee8d61ec37c409b56235bed2ddf64505aee9.html", 1.0
"tinyurl.com/7gnuvor", 1.0
"doorwindows.ru/wp-content/uploads/lloydstsb.com/personal/logon/login.jsp.htm", 1.0
"emarketweb.net/mail/link.php?M=41948&N=3&L=4&F=H", 1.0
"ssl.allegro.pl.theadr.com.au/?ReadMessages.php/confirmMessages?session=DefrgeeD32&amp;version=A", 1.0
"'www.allegro.xaa.pl/enter_login.html?session=OGY1YgQGXQALBwcxzvcxNYWgFVVgMPBgANAAcEAwMHDg1cUlEBAFNbDABQAwEHUlvcbcvxcgbcANzA5OA\%3D\%3D&amp;global_login_hash=1f0f47e7fcvxvvc8fb48f851c41eafvdgdg33a7&amp;session_login_hash=e4baf33efvdsfdsg6422224f66b652028fvcxfvde726&amp;url=N2NjOAwWQBYNTExZCAzxzdfvzgfhfgVgAAVxEMQElzBgFZEAdHSXMGAVkQB0dIRwsTFxYHRxZYDRBdIg1GCvdgdgcxzcszdfbgFRWZGI0Zg\%3D\%3D&amp;cod=OGZkcsVlNmcsk&amp;version=A'", 1.0
"www.kruandaman.com/rudurukti.php", 1.0
"'www.battletc.tk/cert/login.asp?ref=https\%3A\%2F\%2Fus.battle.net\%2Faccount\%2Fmanagement\%2Findex.xml&amp;app=bam'", 1.0
"www.service-autrichia3d.com/", 1.0
"www.plongeearlon.be/media/cache/site07/www.cielo.com.br/", 1.0
"gbodo.com/telechargez/configs/s/www.paypal.fr/loading.php", 1.0
